직업,연소득,신용점수,DTI,근속연도,담보가치,승인여부
대기업,8390,989,33,6,37500,승인
대기업,8461,783,57,13,24300,승인
중소기업,5385,763,38,3,27700,승인
전문직,11608,814,37,12,35500,승인
전문직,10670,767,92,6,42300,거부
중소기업,10333,949,15,27,38500,승인
기타,5640,987,48,10,37400,승인
중소기업,4594,673,28,8,20900,거부
대기업,8147,751,15,7,33100,승인
중소기업,3486,661,26,8,15000,거부
중소기업,4331,689,37,10,17100,거부
기타,3042,910,20,8,15000,거부
대기업,13792,633,7,2,35800,승인
전문직,18050,969,21,7,61000,승인
중소기업,4963,994,21,11,15900,거부
전문직,16693,731,15,15,79800,승인
중소기업,4722,966,28,1,20100,거부
대기업,5507,704,47,6,17400,거부
중소기업,4783,711,25,2,16800,거부
중소기업,4208,743,15,14,15100,거부
중소기업,3943,744,14,1,25400,승인
기타,3173,883,52,10,15000,거부
기타,10871,730,21,6,34100,승인
전문직,15299,700,45,6,55700,승인
대기업,6058,860,27,1,19200,거부
중소기업,4927,983,3,4,19800,거부
중소기업,11847,85,24,28,35500,거부
대기업,7262,989,1,8,24300,승인
기타,5294,973,26,11,34300,승인
기타,5562,975,22,12,15200,거부
대기업,5775,926,36,3,18900,거부
중소기업,7531,869,31,8,28300,승인
대기업,6988,965,27,8,24700,승인
중소기업,6812,374,59,3,15600,거부
대기업,7794,615,92,7,24800,거부
중소기업,9508,696,29,11,22300,승인
대기업,8335,740,48,2,34500,승인
중소기업,3205,934,42,7,29700,승인
중소기업,4410,871,33,2,16800,거부
기타,7497,939,7,4,24300,승인
중소기업,5537,970,9,6,27500,승인
대기업,9447,960,36,2,30600,승인
중소기업,3470,857,56,12,15000,거부
전문직,10403,921,24,1,36800,승인
전문직,16101,777,47,4,82600,승인
중소기업,4759,812,34,15,17600,거부
기타,2548,691,10,9,16000,거부
중소기업,4501,751,4,2,36000,승인
기타,2787,750,39,2,15000,거부
대기업,12423,724,10,1,57800,승인
중소기업,6610,761,76,7,35200,거부
대기업,13179,913,33,1,57900,승인
대기업,6383,981,26,8,20000,거부
대기업,9144,207,47,9,28200,거부
중소기업,6244,811,3,7,21300,승인
중소기업,3935,821,27,6,15000,거부
기타,9554,705,37,1,36300,승인
기타,5622,920,21,1,28800,승인
기타,5974,801,44,3,17500,거부
중소기업,4623,992,54,14,17900,거부
대기업,5882,688,43,1,15100,거부
중소기업,5861,735,5,1,28300,승인
중소기업,5982,133,30,1,32400,거부
중소기업,4904,693,59,11,17100,거부
대기업,11562,784,27,2,34200,승인
중소기업,3992,997,44,6,18600,거부
중소기업,4047,743,34,6,38000,승인
기타,4231,701,27,9,28000,승인
중소기업,6423,675,17,8,15900,거부
전문직,14491,925,24,5,33300,승인
전문직,18980,756,13,6,59500,승인
기타,2831,912,44,3,15000,거부
대기업,14673,995,67,1,38100,거부
중소기업,6665,71,10,12,17900,거부
기타,5703,912,20,1,18400,거부
기타,2428,793,22,1,15000,거부
중소기업,4451,939,24,14,15600,거부
대기업,8261,711,93,8,21700,거부
대기업,13126,142,42,2,31400,거부
대기업,9650,688,48,3,27700,승인
중소기업,5654,379,24,1,16600,거부
기타,3918,904,51,14,15000,거부
대기업,10841,939,13,9,36300,승인
중소기업,4511,993,24,4,19900,거부
중소기업,11419,871,41,5,58000,승인
전문직,12023,830,39,1,32800,승인
중소기업,5154,904,28,9,17300,거부
대기업,12022,790,55,9,34500,승인
전문직,6144,663,24,8,31700,승인
중소기업,6712,998,20,3,39100,승인
대기업,14160,824,12,2,38800,승인
전문직,16333,781,64,13,74700,거부
기타,5577,921,37,4,34100,승인
중소기업,3608,358,50,1,15000,거부
중소기업,3049,980,34,11,15000,거부
중소기업,3671,723,21,10,15000,거부
중소기업,3023,749,26,3,15000,거부
전문직,9752,778,26,7,22300,승인
대기업,8264,828,49,11,26600,승인
기타,3856,993,26,3,28200,승인
중소기업,5887,926,81,12,18400,거부
대기업,8861,648,14,4,49900,승인
대기업,13239,870,70,2,39600,거부
기타,2633,878,31,8,15000,거부
중소기업,3848,718,3,3,17100,거부
중소기업,9216,750,20,10,35200,승인
중소기업,4076,914,41,11,29000,승인
대기업,12864,971,31,11,54900,승인
기타,3543,962,20,12,15000,거부
중소기업,9230,335,67,6,34500,거부
중소기업,4296,829,46,5,16900,거부
기타,2483,905,27,5,26800,승인
기타,5852,47,38,14,15600,거부
기타,4878,631,22,12,15200,거부
대기업,7101,963,23,4,23100,승인
중소기업,4229,961,34,8,27500,승인
대기업,9960,934,23,10,20900,승인
대기업,8093,729,39,5,23100,승인
전문직,17427,830,32,14,53500,승인
대기업,11956,771,35,1,53500,승인
대기업,7146,952,26,5,23200,승인
중소기업,5885,769,57,2,15700,거부
대기업,11135,835,57,5,60100,승인
대기업,12809,996,51,5,79000,승인
기타,5663,878,43,4,32700,승인
전문직,12921,793,20,9,38500,승인
중소기업,3305,857,57,11,18900,거부
대기업,5759,977,37,4,19100,거부
중소기업,5617,626,40,6,27600,승인
대기업,6756,690,44,1,17100,거부
대기업,11952,685,38,5,35100,승인
중소기업,6934,885,38,14,23000,승인
대기업,5193,951,50,12,16200,거부
대기업,5862,966,26,1,34900,승인
중소기업,5614,935,30,5,16600,거부
기타,2571,978,7,1,17600,거부
기타,3275,952,27,6,15000,거부
대기업,9917,952,28,9,38900,승인
대기업,6025,441,22,7,16500,거부
중소기업,4717,744,21,2,29200,승인
기타,9256,922,32,12,50300,승인
대기업,9292,178,44,7,25300,거부
대기업,10652,869,25,1,31300,승인
기타,4044,953,32,2,17000,거부
중소기업,3740,918,26,1,15000,거부
기타,6823,739,26,19,19200,거부
중소기업,5652,919,45,9,15000,거부
중소기업,4989,935,43,10,29900,승인
중소기업,5186,990,25,3,16800,거부
기타,2386,627,47,6,15000,거부
기타,5529,861,37,10,19700,거부
대기업,8281,876,47,5,24500,승인
대기업,7264,714,86,10,21700,거부
대기업,8088,884,34,2,28500,승인
기타,7576,901,54,1,25600,승인
중소기업,4846,998,36,1,17200,거부
중소기업,5470,951,22,9,26600,승인
중소기업,11338,712,59,13,38100,승인
대기업,7941,433,10,11,24500,승인
대기업,8249,772,30,23,22000,승인
중소기업,10730,927,39,1,32600,승인
전문직,6455,694,20,9,17800,거부
기타,9941,939,16,12,34900,승인
전문직,10545,974,10,9,35700,승인
대기업,7154,872,6,9,30500,승인
기타,5237,998,49,3,16100,거부
중소기업,6462,907,21,1,15700,거부
중소기업,4676,910,52,15,23900,승인
대기업,13922,942,35,10,36500,승인
기타,2207,914,20,2,25100,승인
대기업,14639,915,9,2,32900,승인
기타,3120,836,45,3,15000,거부
전문직,9698,936,52,9,26700,승인
대기업,5162,986,36,6,17800,거부
대기업,8219,724,33,6,21100,승인
기타,2783,912,52,1,15000,거부
중소기업,3778,968,31,11,15500,거부
기타,2570,848,10,12,15000,거부
대기업,5335,733,18,5,15400,거부
중소기업,4676,966,21,3,15700,거부
중소기업,3366,708,27,3,15000,거부
기타,4390,686,59,9,21800,거부
중소기업,9856,746,32,10,26200,승인
중소기업,4899,786,80,4,30800,거부
중소기업,10453,994,25,3,38500,승인
기타,9036,799,41,3,23700,승인
대기업,6960,212,55,2,19000,거부
대기업,11550,699,6,1,34900,승인
중소기업,3675,755,57,5,15000,거부
대기업,5862,963,79,1,15600,거부
대기업,12939,988,23,1,39900,승인
기타,2515,931,12,5,15000,거부
기타,4748,826,59,4,25200,승인
전문직,16289,791,53,4,96300,승인
대기업,10308,713,61,1,36800,거부
전문직,19224,745,94,4,50200,거부
대기업,10019,904,39,5,39500,승인
중소기업,4345,937,34,15,16700,거부
중소기업,9213,897,16,10,22100,승인
중소기업,5560,703,21,9,17100,거부
대기업,12881,805,38,3,34500,승인
중소기업,7075,883,95,12,57600,거부
대기업,9500,753,35,8,39900,승인
중소기업,5795,901,42,6,19900,거부
전문직,11438,751,28,5,45500,승인
대기업,14905,623,41,4,32000,승인
중소기업,7962,791,33,9,31100,승인
중소기업,4599,747,30,8,19000,거부
대기업,6050,834,34,6,18400,거부
중소기업,4511,787,42,8,19200,거부
전문직,17221,762,3,9,75500,승인
중소기업,6093,737,27,6,15300,거부
기타,9742,744,39,11,29500,승인
대기업,5533,924,37,1,18600,거부
대기업,5956,616,2,14,18400,거부
대기업,7765,647,29,4,33000,승인
중소기업,5298,702,80,2,17200,거부
중소기업,3094,935,25,6,19100,거부
대기업,14746,878,37,6,31900,승인
중소기업,8682,708,63,1,25500,거부
중소기업,10215,955,30,3,34600,승인
중소기업,4598,819,16,10,26200,승인
중소기업,5577,932,29,10,18000,거부
기타,3014,684,44,1,15000,거부
전문직,15121,873,30,1,60200,승인
대기업,10477,753,33,1,34000,승인
중소기업,4663,72,27,5,21600,거부
기타,3911,809,78,14,15000,거부
중소기업,3779,997,30,1,15000,거부
중소기업,4771,740,52,4,37000,승인
대기업,9634,993,28,1,27000,승인
대기업,13925,916,1,3,56800,승인
중소기업,9440,749,31,9,24200,승인
중소기업,5727,987,27,14,17100,거부
중소기업,3056,689,18,2,26700,승인
중소기업,4461,776,59,12,16800,거부
중소기업,4830,811,41,2,38500,승인
중소기업,9038,793,31,12,36600,승인
중소기업,3594,714,25,5,15000,거부
중소기업,3476,956,44,1,17400,거부
대기업,7499,973,26,15,36500,승인
기타,2150,715,37,7,17200,거부
대기업,6994,734,43,12,17000,거부
전문직,7317,958,38,2,25400,승인
전문직,15697,949,41,6,66700,승인
기타,2512,769,42,1,15000,거부
중소기업,4555,953,43,8,33900,승인
전문직,14323,726,44,3,46100,승인
대기업,6556,909,27,4,15900,거부
대기업,8596,724,34,3,21900,승인
대기업,10218,744,21,10,32400,승인
중소기업,4290,936,25,7,17700,거부
전문직,16407,867,37,12,81300,승인
기타,10874,656,40,1,33600,승인
중소기업,4835,912,32,5,27100,승인
대기업,7616,944,30,4,21500,승인
대기업,7379,858,56,8,29200,승인
대기업,7101,964,31,5,29800,승인
중소기업,3029,747,51,3,15000,거부
중소기업,4648,753,25,2,16500,거부
대기업,8967,927,30,11,26500,승인
기타,5499,909,51,12,18000,거부
기타,3115,979,55,1,15000,거부
중소기업,3687,756,51,3,15000,거부
중소기업,4658,980,22,12,17800,거부
기타,8675,784,49,12,24400,승인
대기업,7852,723,26,10,21900,승인
기타,5044,920,55,26,18000,거부
중소기업,4866,903,14,2,16700,거부
대기업,9077,923,43,10,24100,승인
대기업,8770,748,45,14,35300,승인
대기업,5356,898,41,2,19000,거부
중소기업,6787,847,57,7,16400,거부
전문직,11897,953,44,3,55800,승인
대기업,8080,933,35,5,31800,승인
중소기업,4432,754,20,6,18600,거부
중소기업,3511,711,21,2,15000,거부
기타,6273,779,24,2,17200,거부
중소기업,10176,927,9,4,30900,승인
기타,4493,994,32,5,16200,거부
중소기업,3913,697,95,3,15000,거부
대기업,7749,989,21,1,39900,승인
기타,2493,757,1,2,16400,거부
중소기업,3707,788,24,2,15000,거부
전문직,17261,631,11,2,67500,승인
중소기업,3326,781,36,4,15000,거부
전문직,15337,797,36,6,72300,승인
대기업,5786,714,14,2,16200,거부
기타,2893,688,39,12,15000,거부
중소기업,10293,944,5,3,35300,승인
중소기업,10057,785,37,8,37800,승인
중소기업,6088,847,1,4,37800,승인
대기업,10759,941,37,9,35300,승인
전문직,18317,985,42,11,113400,승인
대기업,12549,994,27,4,30800,승인
대기업,8228,962,32,15,20500,승인
대기업,12494,700,24,3,42600,승인
중소기업,5671,728,32,9,15000,거부
대기업,9418,689,37,8,23100,승인
전문직,6978,770,51,5,17700,거부
중소기업,4469,758,12,7,37700,승인
기타,9348,959,25,7,25200,승인
대기업,13382,970,51,10,49000,승인
전문직,18824,854,37,8,55500,승인
중소기업,3262,863,19,2,21100,거부
중소기업,6416,968,24,10,29300,승인
중소기업,4641,717,39,9,17900,거부
중소기업,3348,980,22,4,17700,거부
전문직,19380,885,44,2,69200,승인
중소기업,5347,239,41,5,17200,거부
대기업,7221,643,57,10,25600,승인
대기업,13592,743,32,7,36900,승인
대기업,6735,813,21,12,16300,거부
전문직,9257,955,41,6,43100,승인
기타,4187,730,51,1,19400,거부
기타,4354,770,5,10,19400,거부
기타,3189,980,24,3,15000,거부
기타,4933,936,74,5,15700,거부
기타,2705,722,3,6,15000,거부
대기업,7629,825,3,2,24000,승인
중소기업,11130,907,94,6,31000,거부
대기업,11089,827,36,4,39500,승인
대기업,5431,912,29,4,18700,거부
대기업,11334,937,42,7,37600,승인
대기업,9936,25,38,7,28600,거부
전문직,10241,922,0,8,44000,승인
중소기업,4847,962,3,9,16000,거부
기타,5912,639,21,4,38700,승인
대기업,7101,974,38,14,23200,승인
대기업,9422,687,21,2,25100,승인
중소기업,4296,902,45,1,39300,승인
중소기업,4330,976,39,11,15400,거부
기타,4744,780,14,1,36000,승인
대기업,7385,517,39,4,21700,승인
대기업,5516,927,25,2,18200,거부
중소기업,4189,799,39,5,15700,거부
대기업,9354,968,2,14,25500,승인
중소기업,4218,988,48,11,25700,승인
대기업,13431,919,34,2,69100,승인
중소기업,5262,951,45,13,24600,승인
중소기업,4567,615,31,8,28400,승인
대기업,5896,939,50,2,16000,거부
기타,4503,873,51,15,18900,거부
전문직,12048,720,50,11,44900,승인
기타,5903,181,38,4,31900,거부
중소기업,3326,992,36,7,15000,거부
중소기업,3220,978,10,9,15000,거부
전문직,16125,234,56,2,86500,거부
중소기업,3999,420,39,2,15000,거부
대기업,5284,996,84,13,16100,거부
전문직,18228,971,28,8,75000,승인
중소기업,4143,977,95,5,18500,거부
기타,4179,774,24,9,16600,거부
중소기업,5751,673,20,3,16500,거부
대기업,8176,640,45,7,41800,승인
중소기업,3705,937,31,1,15000,거부
대기업,10031,751,47,7,35300,승인
중소기업,3736,626,46,3,15000,거부
중소기업,3617,931,21,2,15900,거부
중소기업,6109,758,47,2,17900,거부
전문직,10963,737,51,6,68200,승인
중소기업,4548,856,30,9,15800,거부
대기업,10243,648,39,6,42000,승인
기타,3850,949,19,4,28900,승인
기타,9215,798,23,1,20200,승인
대기업,7207,956,21,9,24000,승인
중소기업,10533,896,33,8,78600,승인
중소기업,3286,908,56,12,15000,거부
중소기업,3302,949,34,12,15000,거부
중소기업,6020,983,27,3,16800,거부
대기업,7624,962,57,1,26800,승인
대기업,7650,967,9,1,53800,승인
중소기업,4030,824,57,7,16300,거부
중소기업,5225,741,27,7,16700,거부
기타,3911,733,31,4,15000,거부
대기업,9536,252,41,17,29100,거부
중소기업,7486,871,42,9,21000,승인
기타,7910,891,44,25,26000,승인
기타,5633,855,33,4,15500,거부
중소기업,8870,650,45,28,35800,승인
중소기업,3435,663,24,5,15000,거부
대기업,12572,997,6,6,31700,승인
기타,2911,995,56,7,16800,거부
기타,2317,862,30,1,21500,거부
중소기업,4839,771,51,15,16700,거부
중소기업,6058,925,20,10,29800,승인
대기업,7672,767,26,1,23900,승인
대기업,7391,991,32,10,25100,승인
중소기업,4505,854,8,3,18700,거부
기타,5755,626,27,15,18000,거부
대기업,11578,978,35,5,31400,승인
기타,3384,815,53,8,15000,거부
기타,3480,268,45,6,15000,거부
대기업,12697,631,32,8,49900,승인
중소기업,4992,960,31,3,17200,거부
대기업,9436,713,38,5,29900,승인
중소기업,9871,714,46,2,24100,승인
대기업,7480,604,5,5,29500,승인
중소기업,6207,696,23,5,19300,거부
대기업,9267,674,23,7,21000,승인
중소기업,4373,929,24,1,18700,거부
중소기업,3006,731,28,4,22600,거부
중소기업,3087,812,43,7,15000,거부
전문직,17127,651,35,3,89600,승인
대기업,7576,839,69,8,23200,거부
대기업,5743,852,36,8,24900,승인
대기업,9555,960,52,15,29700,승인
중소기업,3565,942,25,1,15000,거부
전문직,8669,948,37,8,20900,승인
전문직,14297,840,39,10,39700,승인
중소기업,9930,637,28,1,21600,승인
기타,7956,782,34,1,39100,승인
중소기업,9483,930,45,1,30200,승인
중소기업,6331,872,26,8,16500,거부
중소기업,4743,794,55,1,28800,승인
중소기업,3214,797,44,13,15000,거부
대기업,12170,652,54,11,35900,승인
대기업,8289,905,34,13,35500,승인
중소기업,6650,929,19,2,16200,거부
전문직,18594,135,93,12,85800,거부
중소기업,3094,851,31,8,15000,거부
중소기업,8082,937,26,5,29500,승인
중소기업,4597,896,3,1,24900,승인
기타,2578,892,19,6,18200,거부
대기업,14458,905,49,5,39600,승인
대기업,14753,781,36,4,55700,승인
중소기업,3555,783,17,12,15000,거부
중소기업,3407,996,44,8,15000,거부
